GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments
1007645,1254,Alliance SLF,PA,"Empire SLF, Dominion Landfill",398 South Keyser Avenue,Taylor,Lackawanna,18517,41.398,-75.735,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1987,2080,Open,513,193.5,,,"48,857,223","23,057,205",2018,"319,180",2018,Yes,Several times per year,No,10.8,Yes,9.01,2012,48.7,Yes,2,,,"8/07-Flares include: (2) 4000-scfm, (1) 5000-scfm, & (1) 1600-scfm & 1 utility flare serves as a back-up.; 8/10-305 gas collection wells.; 2012-204 wells, system capacity=17800 acfm."
1003456,1276,Arden LF,PA,,200 Rangos Lane,Washington,Washington,15301,40.2083,-80.2647,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1977,2081,Open,160,141.7,,,"42,740,690","14,107,837",2018,"603,646",2018,No,Not used,No,3.75,Yes,2.69,2012,55.5,Yes,2,0.09,2012,"8/10-190 gas collection points.; 2012-110 wells, system capacity=7400 scfm."
1003937,1293,Bethlehem Landfill,PA,IESI Bethlehem Landfill,2335 Applebutter Road,Bethlehem,Northampton,18015,40.625,-75.307,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1960,2025,Open,201,109,,,"12,825,787","9,135,209",2018,"452,083",2018,No,Not used,No,,Yes,4.298,2018,50.6,Yes,1,4.298,2018,"6/04-Enclosed ground flare installed 6/17/1995.; 8/10-100 gas collection wells.; 2012-120 wells, system capacity=4000 acfm."
1007976,1273,Bradford County Landfill,PA,Northern Tier Solid Waste Authority LF; Northern Tier Landfill #2,"108 Steam Hollow Road
off U.S. Route 6",Troy,Bradford,16947,41.777,-76.63,No,Public,"Northern Tier Solid Waste Authority (NTSWA), PA","Northern Tier Solid Waste Authority (NTSWA), PA",1983,2024,Open,54,54,,,"3,946,817","3,267,846",2018,"128,975",2018,No,Not used,No,1.06,Yes,0.65,2018,58.1,Yes,1,0,2018,11/09-Expanded GCS in 2008.; 5/10-66 gas collection wells.; 2012-System capacity=1500 acfm.; 9/13-81 wells and enclosed flare.
1002232,1253,Chrin Brothers LF,PA,,1225 Industrial Drive,Easton,Northampton,18042,40.6658,-75.2275,No,Private,"Chrin Brothers, Inc.","Chrin Brothers, Inc.",1961,2020,Open,108,71.1,,,"8,606,071","8,297,800",2018,"166,014",2018,No,Not used,No,4.28,Yes,3.29,2012,35.1,Yes,3,1.69,2014,"8/10-Collection system includes 192 gas wells and 17 leachate cleanouts.; 2012-211 wells, system capacity=5090 acfm."
1004413,1294,Commonwealth Environmental Systems (CES) LF,PA,CES,"99 Commonwealth Road
near Route 25 and I-81",Hegins,Schuylkill,17938,40.675,-76.375,No,Private,CES,CES,1997,2022,Open,270,119.9,,,"18,882,817","5,564,197",2010,"464,068",2010,Unknown,Not used,No,9.55,Yes,6.96,2012,47.9,Yes,2,0.244,2012,"9/03-John Zink flare, burns at 1600 degrees F, 2 blowers.; 8/07-2nd flare is being permitted.; 11/09-Two 5,000 cfm flares.; 8/10-88 gas collection wells.; 2012-137 wells, system capacity=8500 acfm."
1002556,1269,Conestoga LF,PA,Morgantown,420 Quarry Road,Morgantown,Berks,19543,40.1806,-75.9144,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1994,2052,Open,277,197,,150,"35,616,147","34,002,525",2018,"1,135,013",2018,No,Not used,No,15,Yes,11.52,,49.5,Yes,3,7.92,,"6/04-82 wells required by permit, 79 currently installed, 120+ wells planned to improve collection efficiency, 2 enclosed flares.; 2/07-Going to add 3rd flare.; 8/07-137 wells.; 9/10-153 wells over 154 acres.; 2012-191 wells, system capacity=3350 acfm."
1004162,1260,Cumberland County LF,PA,"Community Refuse Service Incorporated LF; Hopewell LF, Newton LF",135 Vaughn Road,Shippensburg,Cumberland,17257,40.1344,-77.5039,No,Private,Advanced Disposal Services,"Community Refuse Service, Inc.",1974,2026,Open,174,145.3,,,"18,646,491","11,886,865",2018,"649,605",2018,Yes,Occasionally but not every year,No,4.71,Yes,4.36,2018,49.8,Yes,2,,,"1 John Zink enclosed ground flare rated for 3300 cfm max, and 1 candlestick flare rated for 600 cfm max; 8/07-110 gas wells, 16-18 more expected.; 2012-85 wells, system capacity=8000 acfm."
1007987,1281,Evergreen Landfill,PA,Pellegrene LF,"1310 Luciusboro Road
off Route 119 S",Blairsville,Indiana,15717,40.493,-79.1373,No,Private,"Waste Management, Inc.",Pellegrene Construction Company,1968,2077,Open,110,47.5,,,"7,227,500","3,517,001",2018,"91,198",2018,No,Not used,No,1.68,Yes,1.029,2018,33.6,Yes,1,1.029,2018,"8/10-38 gas collection wells.; 2012-41 wells, system capacity=2500 scfm."
,21203,Fairless Landfill,PA,,1000 New Ford Mill Road,Morrisville,Bucks,19067,40.151865,-74.758443,No,Private,"Waste Management, Inc.",,2016,,Open,194,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1003521,1262,Frey Farm-Creswell LF,PA,Lancaster County LF,3049 River Road,Conestoga,Lancaster,17516,39.955047,-76.446215,No,Public,"Lancaster County Solid Waste Management Authority, PA","Lancaster County Solid Waste Management Authority, PA",1969,2038,Open,96,93,180,120,"20,803,562","12,784,722",2018,"489,291",2018,No,Not used,No,,Yes,0.947,2016,52.6,Yes,1,,,"6/06-Gas wells are installed as final cap is placed, total of 120 wells expected when LF reaches capacity.; 8/06-Flare installed in 2005.; 8/10-Off-site shared flare for Creswell & Frey Farm landfills.; 2014-99 wells, system capacity=1300 acfm."
1003460,1255,Grand Central SLF,PA,,1963 Pen Argyl Road,Pen Argyl,Northampton,18072,40.8581,-75.2619,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1980,2028,Open,206,152.3,,78,"23,579,638","20,755,417",2018,"648,618",2018,Yes,Several times per year,No,8.11,Yes,4.365,2018,45,Yes,2,0.165,2018,"11/07-Flared LFG is ~30% CH4, power plant LFG is ~47% CH4.; 9/10-232 wells over 140 acres, system installed in 1991, 3 enclosed flares.; 2012-187 wells, system capacity=13000 acfm."
1002786,1265,Greater Lebanon Refuse Authority LF,PA,,1610 Russell Road,Lebanon,Lebanon,17046-1425,40.36401,-76.49443,No,Public,"Greater Lebanon Refuse Authority, PA","Greater Lebanon Refuse Authority, PA",1959,2022,Open,,106.1,75,,"4,979,408","4,571,705",2018,"145,748",2018,No,Not used,No,1.18,Yes,1.08,2014,53.2,Yes,1,,,"8/10-7 vertical wells.; 2012-74 wells, system capacity=1200 acfm."
1007925,1287,Greenridge Reclamation Landfill,PA,"Y and S, Yelinek & Sons",234 Landfill Road,Scottdale,Westmoreland,15683,40.129,-79.5837,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1991,2026,Open,87,72.4,,88,"12,457,846","9,763,321",2018,"276,511",2018,No,Not used,No,5.21,Yes,3.106,2018,39.6,Yes,2,3.106,2018,"9/10-109 wells over 61 acres, 1 enclosed flare.; 2012-80 wells, system capacity=3900 acfm."
1007615,1249,GROWS Landfill,PA,GROWS North,"1513 Bordentown Road
1000 New Ford Mill Road",Morrisville,Bucks,19067,40.159344,-74.776695,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1970,2028,Open,443,,80,,"105,107,575","65,613,970",2016,"4,071,058",2018,No,Occasionally but not every year,No,,Yes,16.027,2016,40.3,Yes,3,,,"2014-403 wells, system capacity=12000 scfm."
1003103,1278,Imperial Sanitary Landfill,PA,,11 Boggs Road,Imperial,Allegheny,15126,40.43512,-80.29125,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1973,2044,Open,,377.9,,,"39,259,959","22,788,134",2018,"606,940",2018,No,Not used,No,13.3,Yes,10.3,2012,35.5,Yes,2,6.1,2012,"8/10-281 wells as of 8/31/10.; 9/10-Installed 5 miles of horizontal piping & 28 additional vertical wells in 2010.; 2012-343 wells, system capacity=12000 acfm."
,1279,J.J. Brunner LF,PA,,211 Brunner Road,Zelienople,Beaver,16063,40.72,-80.1703,No,Private,"Joseph J. Brunner, Inc.","Joseph J. Brunner, Inc.",1990,2030,Open,11,,,,"4,054,000","1,891,462",2018,"73,368",2018,Unknown,Not used,No,,Yes,0.5,2016,47,Yes,1,,,10/07-Enclosed flare.; 8/10-28 gas wells.
1007688,1295,Kelly Run SLF,PA,,1500 Hayden Boulevard,Elizabeth,Allegheny,15037,40.255541,-79.878898,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1965,2029,Open,400,104.6,,,"4,200,719","4,164,718",2018,"131,420",2018,No,Not used,No,1.8,Yes,1.008,2018,32,Yes,1,1.008,2018,"8/10-73 gas collection points.; 2012-65 wells, system capacity=1200 scfm."
1007649,1290,Lake View LF,PA,,851 Robison Road East,Erie,Erie,16509,42.0619,-80.0178,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1972,2113,Open,210,151.3,,108,"37,723,990","20,683,552",2009,"194,755",2018,No,Not used,No,4.33,Yes,2.85,,55.1,Yes,1,0.72,,"9/10-96 wells over 110 acres, system installed in 1991, 1 enclosed flare.; 2012-97 wells, system capacity=5000 acfm."
1002391,1266,Lanchester LF,PA,Chester County Solid Waste LF,7224 Division Highway,Narvon,Lancaster,17555,40.1067,-75.9456,No,Public,Chester County Solid Waste Authority,Chester County Solid Waste Authority,1975,2029,Open,168,152,163,150,"18,435,575","14,607,593",2018,"298,282",2018,No,Occasionally but not every year,No,,Yes,5.76,,49.8,Yes,3,0,,"9/10-GCCS covers 147 acres, 186 wells, gas collection began in 1989, 2 enclosed & 1 candle flare.; 2012-190 wells, system capacity=4200 acfm."
1007586,1286,Laurel Highlands LF,PA,,260 Laurel Ridge Road,Johnstown,Cambria,15909,40.4321,-78.876,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1986,2124,Open,,79.5,,,"34,585,920","7,569,661",2018,"113,540",2018,No,Not used,No,2.98,Yes,2.93,,59.3,Yes,1,0,,"2/07-System constructed in 1992, 32 gas extraction wells, 1,400 cfm from wells & ~700 cfm from leachate cleanout lines.; 8/10-59 gas collection points.; 2012-67 wells, system capacity=5347 acfm."
1004218,1275,Lycoming County Landfill,PA,,447 Alexander Drive Route 15,Montgomery,Lycoming,17752,41.1519,-76.9194,No,Public,"Lycoming County Resource Management Services, PA","Lycoming County Resource Management Services, PA",1978,2034,Open,,115,175,120,"14,217,665","11,111,585",2018,"281,762",2018,No,Not used,No,4.5,Yes,2.898,2018,50,Yes,2,0.031,2018,"9/03-2 candlestick flares.; 4/10-Plan to build a larger enclosed flare & back-up open flare.; 11/10-72 wells.; 2012-91 wells, system capacity=4000 acfm."
1005530,1291,McKean County LF,PA,Kness LF,19 Ness Lane,Kane,McKean,16735,41.665,-78.6378,No,Private,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1960,2025,Open,,37,,,"5,446,632","2,980,691",2018,"133,531",2018,No,Occasionally but not every year,No,1.1,Yes,0.334,2018,40.3,Yes,2,0.334,2018,"8/07-1 primary flare, 1 standby.; 3/11-37 gas wells.; 2012-38 wells, system capacity=1850 acfm."
1003100,1268,Modern LF,PA,Modern Trash Removal LF,4400 Mount Pisgah Road,York,York,17406,39.956,-76.595,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1949,2025,Open,,230,,,"33,910,103","33,050,117",2018,"1,073,234",2018,No,Not used,No,8.69,Yes,7.101,2018,49,Yes,2,7.101,2018,"7/10-121 gas wells.; 2012-149 wells, system capacity=10000 acfm."
1007585,1280,Monroeville LF,PA,Chambers LF,600 Thomas Street Extension,Monroeville,Allegheny,15146,40.405,-79.79,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1945,2045,Open,,141.7,,,"24,628,785","19,290,118",2018,"442,665",2018,No,Not used,No,5.24,Yes,3.87,2012,44.6,Yes,1,,,"2/05-LFG in perimeter collection system is 25% methane, not good enough for high Btu project, so it is flared.; 8/10-318 gas wells.; 2012-183 wells, system capacity=9700 acfm."
1004164,1297,"Mostoller Landfill, Inc.",PA,,7095 Glades Pike Route 31,Somerset,Somerset,15501,39.9719,-78.9897,No,Private,Advanced Disposal Services,Advanced Disposal Services,2000,2056,Open,,62.8,,,"20,705,535","6,452,595",2018,"213,676",2018,No,Occasionally but not every year,No,,Yes,2.6,2012,54.7,Yes,1,,,"8/10-33 gas wells.; 2012-51 wells, system capacity=3000 acfm."
1007935,1259,Mountain View Reclamation Landfill,PA,Community Refuse Limited LF; Mountain View Landfill,9446 Letzburg Road,Greencastle,Franklin,17225,39.7947,-77.8033,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1977,2057,Open,,89,75,,"21,227,917","10,907,312",2018,"334,996",2018,Yes,Occasionally but not every year,No,3.36,Yes,1.854,2018,48.8,Yes,1,,,"8/10-108 gas wells.; 2012-104 wells, system capacity=5000 acfm."
1007647,1292,Northwest SLF,PA,,1436 West Sunbury Road,West Sunbury,Butler,16061,41.019046,-79.901903,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1991,2028,Open,63,51.5,,,"6,190,939","4,451,757",2018,"125,466",2018,No,Not used,No,1.7,Yes,0.878,2018,32.3,Yes,2,0.878,2018,"8/10-52 gas collection wells.; 2012-58 wells, system capacity=5000 scfm."
1011037,1263,Pioneer Crossing LF,PA,F.R. & S. Incorporated,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,No,Private,J.P. Mascaro & Sons,J.P. Mascaro & Sons,1966,2029,Open,25,,,,"12,034,669","9,605,608",2018,"364,775",2018,Yes,Occasionally but not every year,No,,Yes,4.473,2018,50,Yes,2,1.573,2018,"6/03-34 recovery wells by O'Brien Energy in 1984, flare system on 31 acres by Wes-Mar in 1996.; 6/07-2 enclosed flares.; 7/10-235 gas collection points.; 2012-150 wells, system capacity=8500 acfm."
1005733,1261,Rolling Hills LF,PA,Colebrookdale LF,583 Longview Road,Boyertown,Berks,19512,40.3611,-75.7158,No,Public,"Delaware County, PA","Delaware County, PA",1964,2024,Open,233,149.2,,,"21,540,776","10,321,196",2010,"291,762",2018,No,Not used,No,2.48,Yes,1.11,2018,40.2,Yes,1,1.11,2018,"8/07-112 gas wells.; 2012-87 wells, system capacity=2500 acfm."
1009925,1250,SECCRA Community Landfill,PA,SE Chester County Refuse Authority LF,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,No,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA","Southeastern Chester County Refuse Authority (SECCRA), PA",1986,2036,Open,79,50,,,"4,047,057","3,006,021",2018,"113,948",2018,Yes,Several times per year,No,,Yes,1.053,2017,54.1,Yes,1,,,9/10-48 gas collection wells.
1002035,1298,Seneca Landfill Inc.,PA,,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,No,Private,"Vogel Disposal Service, Inc.","Vogel Disposal Service, Inc.",1965,2023,Open,166,24,65,,"11,296,687","11,012,274",2018,"554,866",2018,No,Not used,No,,Yes,3.267,2017,58,Yes,1,0,,"8/07-79 gas wells.; 9/10-107 gas collection wells.; 2012-174 wells, system capacity=6000 acfm.; 9/18-GCCS installed in 1991."
1007691,1843,South Hills Landfill,PA,Armoni Landfill,3100 Hill Road,Library,Allegheny,15129,40.27858,-79.99482,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1960,2109,Open,,87.4,,,"16,687,706","6,422,445",2018,"115,925",2018,No,Not used,No,2.22,Yes,0.977,2018,38.1,Yes,1,0.977,2018,"9/10-89 gas wells.; 2012-67 wells, system capacity=3700 acfm."
1007718,1284,Southern Alleghenies LF,PA,"Southern Alleghenies Disposal Service, Inc.; Fleetwood Disposal",843 Miller Picking Road,Davidsville,Somerset,15928,40.2361,-78.9,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1979,2091,Open,,68.7,,,"13,182,546","9,710,350",2018,"87,249",2018,No,Not used,No,3.37,Yes,2.88,,41.3,Yes,2,0.864,,"8/10-107 gas collection points.; 2012-91 wells, system capacity=7097 acfm."
1007692,1285,Valley LF,PA,Mid-American; USA Valley Facility Inc.,6015 Pleasant Valley Road,Irwin,Westmoreland,15642,40.3881,-79.6742,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1960,2065,Open,,138.9,,,"21,625,452","8,799,567",2018,"289,753",2018,No,Not used,No,2.95,Yes,1.699,2018,52.2,Yes,2,0.699,2018,"9/10-162 gas collection points.; 2012-98 wells, system capacity=9200 acfm."
1007960,1274,Wayne Township LF,PA,Clinton County Landfill,264 Landfill Lane,Lock Haven,Clinton,17745,41.1619,-77.345,No,Public,"Clinton County Solid Waste Authority, PA","Clinton County Solid Waste Authority, PA",1974,2048,Open,219,108.2,,,"18,808,679","4,190,870",2018,"171,577",2018,Yes,Occasionally but not every year,No,2.15,Yes,1.928,2018,51.1,Yes,1,1.928,2018,"9/10-55 gas collection points.; 2012-69 wells, system capacity=2500 acfm."
1002716,1271,Western Berks Community Landfill & Recycling Center,PA,Western Berks Refuse Authority LF,455 Poplar Neck Road,Birdsboro,Berks,19508,40.30281,-75.90865,No,Private,Advanced Disposal Services,Advanced Disposal Services,1974,2026,Open,,63.1,,,"4,650,072","4,573,878",2018,"236,774",2018,No,Not used,No,,Yes,1.363,2018,43.1,Yes,1,1.363,2018,"11/07-Site A GCS yields little LFG (42 wells), flare only operates 30 min/day, Site B will be connected to flare in 2008.; 10/11-Plan to expand collection system in 2013 (currently 19 wells).; 2010-25 wells, system capacity=800 acfm."
1000291,11721,Westmoreland Waste SLF LLC,PA,,"900 Tyrol Boulevard
111 Conner Lane",Belle Vernon,Westmoreland,15012,40.1443,-79.8593,No,Private,Noble Environmental,Westmoreland Waste LLC,1965,2055,Open,,56.1,,,"29,292,041","6,039,771",2018,"340,929",2018,No,Not used,No,3.43,Yes,2.23,2016,46.4,Yes,2,,,"9/10-46 gas collection points (indicated 22 waste & 24 soil).; 2012-54 wells, system capacity=5500 acfm."
,2340,Anasco Landfill,PR,,"Bo. Maria, Sector Del Salto, Road 4402",Anasco,Anasco,00610,18.313954,-67.143193,No,Public,Municipality of Anasco,Municipality of Anasco,1967,,Open,,19,,,,,,"24,400",2007,Unknown,Not used,No,,No,,,,No,,,,
1005158,2341,Arecibo Landfill,PR,,Carr. PR-682 Interior Sector Garrochales  Bo. Factor II,Arecibo,Arecibo,00612,18.465776,-66.621264,No,Public,Municipality of Arecibo,Landfill Technologies Corp.,1973,2030,Open,,56.3,,,"5,863,979","5,671,434",2018,"499,583",2018,No,Not used,No,1.01,Yes,0.327,2018,55,Yes,2,,,"2012-85 wells, system capacity=1050 acfm."
,2343,Barranquitas Landfill,PR,,"Road 152 Interior
Bo. Barrancas Sector Nuevo Barranquitas",Barranquitas,Barranquitas,00794,18.197565,-66.311485,No,Public,Municipality of Barranquitas,Municipality of Barranquitas,1976,,Open,,17,,,,,,"21,840",2007,Unknown,Not used,No,,No,,,,No,,,,
1007083,2344,Cabo Rojo Landfill,PR,,Carr. PR-303  Km 13.4 Llanos Costas  Sector Las Palmas,Cabo Rojo,Cabo Rojo,00623,17.976252,-67.152653,No,Public,Municipality of Cabo Rojo,Con Waste,1993,2020,Open,,16.1,,,"2,756,250","1,095,725",2014,"56,400",2007,Unknown,Not used,No,0.248,No,,,,No,,,,
1007121,2345,Carolina Landfill,PR,,Carr. PR-874 Final KM 1.7 Bo. Hoyos Mulas,Carolina,Carolina,00984,18.408363,-65.93762,No,Public,"Municipality of Carolina, PR",Landfill Technologies Corp.,1969,2030,Open,,87.7,,,"4,635,384","4,132,091",2018,"92,867",2018,No,Not used,No,1.21,Yes,0.537,2018,42,Yes,1,0.537,2018,"2010-39 wells, system capacity=1500 acfm.; 12/11-GCCS constructed in 2002 including 40 wells."
,2346,Culebra Landfill,PR,,"Road 251, Sector Tamarindo",Culebra,Culebra,00775,18.322022,-65.32154,No,Public,Municipality of Culebra,Municipality of Culebra,1982,,Open,,7,,,,,,"2,700",2007,Unknown,Not used,No,,No,,,,No,,,,
1007630,2347,El Coqui Landfill,PR,Humacao Landfill,"Road 3 Int 923, km 1.7, Bo. Buena Vista",Humacao,Humacao,00791,18.13192,-65.808347,No,Private,EC Waste,EC Waste,1973,2052,Open,181,113.9,,138,"48,449,068","21,033,663",2018,"576,935",2018,No,Not used,No,7.24,Yes,1.843,2018,50.5,Yes,2,1.843,2018,"9/10-72 wells over 75 acres, system installed in 2005, 1 enclosed flare.; 2012-86 wells, system capacity=2800 scfm, passive vents/flares too.; 3/19-WMI installed the GCCS and site has been flaring since then."
1007084,1931,Fajardo Municipal Landfill,PR,,"Road 982 km 4.9, Bo. Demajagua",Fajardo,Fajardo,00740,18.291343,-65.679315,No,Public,"Municipality of Fajardo, PR",Landfill Technologies Corp.,1971,2022,Open,,63.5,,,"5,354,361","5,032,088",2018,"254,849",2018,No,Not used,No,,Yes,0.592,2018,51.4,Yes,2,0.592,2018,"2/10-Under orders to install GCS soon, planning it now."
,2349,Guayama Landfill,PR,,"Road 7711, Km. 138.3 Bo. Pozo Hondo",Guayama,Guayanilla,00785,17.986272,-66.138451,No,Public,Municipality of Guayama,Carlos Rental Equipment,1979,,Open,,17,,,,,,"29,549",2007,Unknown,Not used,No,,No,,,,No,,,,
,2350,Hormigueros Landfill,PR,,"Road 338, km 0.4
Bo. Aguitas, Sector El Hoyo",Hormigueros,Hormigueros,00660,18.15081,-67.097802,No,Public,Municipality of Hormigueros,Municipality of Hormigueros,1985,2030,Open,29,13,,,,,,"30,000",2008,Unknown,Not used,No,,No,,,,No,,,,
,2351,Isabela Landfill,PR,,"Bo. Guerrero, Road #2, Sector Ramal",Isabela,Isabela,00662,18.477891,-67.042169,No,Public,Municipality of Isabela,Municipality of Isabela,1978,,Open,,16,,,,,,"29,484",2004,Unknown,Not used,No,,No,,,,No,,,,
,2352,Jayuya Landfill,PR,,"Bo. Canalizo, Road 140",Jayuya,Jayuya,00664,18.206677,-66.631817,No,Public,Municipality of Juyuya,Municipality of Juyuya,1978,,Open,,9,,,,,,"10,966",2007,Unknown,Not used,No,,No,,,,No,,,,
,2383,Juana Diaz Landfill,PR,,"Road 510, Sector Sabana Llana",Juana Diaz,Juana Diaz,00795,18.038957,-66.517424,No,Public,Municipality of Juana Diaz,,1970,,Open,,35,,,,,,"134,784",2007,Unknown,Not used,No,,No,,,,No,,,,
,2355,Lajas Landfill,PR,,"Road 303, km 6.7",Lajas,Lajas,00667,17.989905,-67.097804,No,Public,Municipality of Lajas,Municipality of Lajas,1979,,Open,,19,,,,,,"36,254",2007,Unknown,Not used,No,,No,,,,No,,,,
1007578,1933,Mayaguez Landfill,PR,,"Road #108 KM 3.1 Bo. Sabaneta
Sector Cuba",Mayaguez,Mayaguez,00680,18.239143,-67.14378,No,Public,"Municipality of Mayaguez, PR",EC Waste,1976,2025,Open,,42,,,,"3,724,761",2017,"13,663",2017,No,Not used,No,1.33,No,,,,No,,,,
,2356,Moca Landfill,PR,,"Road 110, km 16.2, Bo. Centro",Moca,Moca,00676,18.414632,-67.116116,No,Public,Municipality of Moca,Newport Recycling Corp dba AR Waste,1967,,Open,,21,,,,,,"154,132",2007,Unknown,Not used,No,,No,,,,No,,,,
,2357,Penuelas Valley Landfill,PR,,"Road 385, km 4.5, Bo. Tallaboa",Penuelas,Penuelas,00624,18.017306,-66.702133,No,Private,EC Waste,EC Waste,,,Open,,17,,,,,,"127,740",2007,Unknown,Not used,No,,No,,,,No,,,,
1004774,2358,Ponce Landfill,PR,,"Ave. Baramaya Final
Rd 500 Sector La Cotorra",Ponce,Ponce,00731,18.008428,-66.658458,No,Public,"Municipality of Ponce, PR","Republic Services, Inc.",1967,2040,Open,,86.1,,,"19,252,402","10,331,214",2018,"222,158",2018,Yes,Occasionally but not every year,No,2.87,Yes,2.12,2018,34.9,Yes,,2.12,2018,"5/07-Passive system, intend to install GCCS this year if plan is approved, already have flare on location.; 2012-65 wells, system capacity=2000 acfm."
1006228,2359,Salinas Landfill,PR,,Bo Aguirre Road #3 Hectometro 7,Salinas,Salinas,00751,17.957711,-66.236355,No,Public,"Municipality of Salinas, PR","Republic Services, Inc.",1970,2034,Open,,40.4,,,"7,163,445","3,553,340",2018,"187,054",2018,No,Not used,No,1.01,No,,,,No,,,,5/07-Passive system.; 2012-No passive vents/flares.
1005166,1935,Toa Baja LF,PR,Vertedero Municipal de Toa Baja (VMTB),"Road 865, Bo. Candelaria Ward
NW of SR #866 & De Diego Hwy # PR 22",Toa Baja,Toa Baja,00961,18.421713,-66.204524,No,Public,"Municipality of Toa Baja, PR",Landfill Technologies Corp.,1974,2030,Open,,88,,,,"10,968,154",2018,"454,130",2018,No,Not used,No,2.38,Yes,1.091,2018,54.1,Yes,2,1,2016,9/12-EPA has ordered installation of a GCCS.
,2362,Vieques Landfill,PR,,"Road 200 Final Bo. Bastimento
Sector Puerto Diablo",Vieques,Vieques,00765,18.148718,-65.417803,No,Public,Municipality of Vieques,Municipality of Vieques,1994,,Open,,10,,,,,,"5,316",2005,Unknown,Not used,No,,No,,,,No,,,,
1006283,1845,Central LF,RI,,65 Shun Pike,Johnston,Providence,02919,41.80468,-71.50216,Yes,Private,Rhode Island Resource Recovery Corporation,Rhode Island Resource Recovery Corporation,1955,2038,Open,,244,,150,"40,537,696","38,031,825",2018,"939,506",2018,No,Not used,No,20.9,Yes,12.447,2018,47.4,Yes,,1.147,2018,"LFG is used for LFGTE system. Flare is utilized only when LFGTE system is down.; 2012-550 wells, system capacity=18402 acfm."
,2261,Tiverton Landfill #2,RI,,3524 Main Road,Tiverton,Newport,02878,41.584,-71.183,No,Public,"Town of Tiverton, RI","Town of Tiverton, RI",1955,2020,Open,33,15,,,,,,"9,760",2004,Unknown,Not used,No,,No,,,,Unknown,,,,
,2102,Abbeville County Subtitle D MSWLF,SC,,1094 Gassoway Farm Road,Abbeville,Abbeville,29620,34.185,-82.5155,No,Public,"Abbeville County, SC",,,2030,Open,,,,,,,,"21,343",2007,Unknown,Not used,No,,No,,,,No,,,,
1002813,2051,Anderson Regional Landfill,SC,ARL/Big Creek LF,203 Landfill Road,Belton,Anderson,29627,34.5752,-82.458,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1972,2037,Open,113,90.3,,,"8,941,483","6,457,143",2018,"431,002",2018,Yes,Occasionally but not every year,No,2.75,Yes,1.205,2017,44,Yes,,,,"2012-91 wells, system capacity=2800 acfm."
1004099,10600,Bees Ferry Road Subtitle D LF,SC,Charleston County Landfill,1344 Bees Ferry Road,Charleston,Charleston,29414,32.81028,-80.10907,Yes,Public,"Charleston County, SC","Charleston County, SC",1977,2043,Open,80,12,70,,"7,971,075","4,338,695",2018,"123,994",2018,No,Not used,No,0.72,No,,,45,No,,,,"9/07-In early '08, 60 new wells will have been installed in closed 2nd LF phase.; 11/07-Phase I already has passive vents, now installing passive vents in Phase II.; 2010-Passive venting only.; 4/16-Will install GCCS in next 18-36 months."
